id,prk_place_nm,prk_style,prk_type,location,address,prk_charge_info,rating,five_days_system,open_days,weekday_open_hhmm,weekday_colse_hhmm,sat_oper_open_hhmm,sat_close_hhmm,holiday_open_hhmm,holiday_close_hhmm,fee,basic_time,basic_fee,additional_time,additional_fee,daily_ticket_applicable_time,daily_ticket_fee,monthly_pass_fee,payment_method,special_notes,management_agency,phone_number,data_standard_date
182,청도주차장,민영,노외,-,부산광역시 해운대구 반송동250-1687,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,40000,현금,월주차만,부산광역시 해운대구청,051-749-4884,2023-05-17
183,카카오T해운대파킹,민영,노외,-,부산광역시 해운대구 우동762-46,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,20,1000,0,0,0,0,0,카드,카드전용,부산광역시 해운대구청,051-749-4884,2023-05-17
184,코리아주차장,민영,노외,-,부산광역시 해운대구 중동204-4,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
185,태성주차장,민영,노외,부산광역시 해운대구 윗반송로 68(반송동),부산광역시 해운대구 반송동211-2,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
186,태양주차장,민영,노외,-,부산광역시 해운대구 우동649-2,89,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
187,프로미카윈드주차장,민영,노외,-,"부산광역시 해운대구 반여동1244-4,5",12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,55000,현금,월주차만,부산광역시 해운대구청,051-749-4884,2023-05-17
188,하나주차장,민영,노외,-,부산광역시 해운대구 좌동985-8,19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
189,하이파킹주차장,민영,노외,부산광역시 해운대구 해운대로570번길 46(우동),"부산광역시 해운대구 우동629-6,628-1,2,4,8",149,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
190,한라주차장,민영,노외,-,부산광역시 해운대구 좌동1521-3,363,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1000,60,1000,0,7000,30000,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
191,한양주차장,민영,노외,부산광역시 해운대구 재송1로60번길 15(재송동),부산광역시 해운대구 재송동1087-1,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
192,해동주차장,민영,노외,부산광역시 해운대구 우동1로 84-10(우동),부산광역시 해운대구 우동381-1,16,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
193,해동주차장,민영,노외,부산광역시 해운대구 재반로 91(재송동),부산광역시 해운대구 재송동1086-7,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
194,해송주차장,민영,노외,부산광역시 해운대구 송정1로7번길 28-1(송정동| 해림파크빌라),부산광역시 해운대구 송정동306-2,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
195,여인천하주차장,민영,노외,-,부산광역시 해운대구 우동426-5,5,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
196,예원주차장,민영,노외,-,부산광역시 해운대구 송정동201-19,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
197,좌동청소년문화의집부지 공영,공영,노외,-,부산광역시 해운대구 좌동1458-4,49,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,500,10,500,0,15000,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
198,문탠로드관광 공영,공영,노외,부산광역시 해운대구 달맞이길 64,부산광역시 해운대구 중동974-1,99,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,0,8000,0,현금+카드,-,부산광역시 해운대구청,051-749-4885,2023-05-17
199,재송2동 공영,공영,노외,-,부산광역시 해운대구 재송동1042-3,114,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
200,해수주차장,민영,노외,-,"부산광역시 해운대구 송정동288-7,16,17",8,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
201,해수주차장,민영,노외,부산광역시 해운대구 해운대로1105번길 32-19,부산광역시 해운대구 송정동521-1,11,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
202,해우주차장,민영,노외,부산광역시 해운대구 해운대해변로 293(중동),부산광역시 해운대구 중동1396-59,24,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,2000,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
203,해운대구청주차장,민영,노외,부산광역시 해운대구 중동2로 11(중동),부산광역시 해운대구 중동1378-95,99,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,0:00,유료,10,300,0,0,0,0,0,현금+신용카드,-,부산광역시 해운대구청,051-749-4884,2023-05-17
204,해운대미포주차장,민영,노외,부산광역시 해운대구 달맞이길62번길 11,부산광역시 해운대구 중동947-1,120,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
205,해운대블루주차장,민영,노외,-,부산광역시 해운대구 좌동 1360,43,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
206,해운대비치주차장,민영,노외,부산광역시 해운대구 해운대해변로209번가길 24(우동),부산광역시 해운대구 우동649-1,40,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,3000,30,1500,0,30000,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
207,해운대푸르지오주차장,민영,노외,부산광역시 해운대구 해운대해변로298번길 29(중동),부산광역시 해운대구 중동1123,35,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
208,해운주차장,민영,노외,부산광역시 해운대구 해운대해변로209번길 11(우동),부산광역시 해운대구 우동762-47,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
209,해운주차장,민영,노외,부산광역시 해운대구 중동1로 42-16(중동),부산광역시 해운대구 중동1395-21,43,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
210,해천주차장,민영,노외,-,부산광역시 해운대구 반송동250-2292,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
211,행운주차장,민영,노외,부산광역시 해운대구 반여로185번길 87(반여동),부산광역시 해운대구 반여동873,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,10,2000,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
212,향토주차장,민영,노외,-,"부산광역시 해운대구 우동 441-3,9,10",10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
213,현대주차장,민영,노외,부산광역시 해운대구 구남로18번길 8-1(우동),"부산광역시 해운대구 우동 541-16,21,23",23,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,10,500,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
214,흥안인더스트리,민영,노외,부산광역시 해운대구 해운대해변로265번길 7(우동),부산광역시 해운대구 우동626-4,9,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,4000,30,2000,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
215,미포주차장,민영,노외,부산광역시 해운대구 달맞이길50번길 6,"부산광역시 해운대구 중동 1087-5,6",15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
216,포트주차장,민영,노외,부산광역시 해운대구 송정구덕포길 170-32(송정동),부산광역시 해운대구 송정동850-1,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
217,좌3동 신도 노상 공영,공영,노상,-,부산광역시 해운대구 좌동1341-26,39,3,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,유료,10,200,10,200,0,4700,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
218,반송2동 운봉 공영,공영,노외,-,부산광역시 해운대구 반송동 621-1,79,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,0,4700,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
219,1박2일주차장,민영,노외,부산광역시 해운대구 해운대로 591(우동),부산광역시 해운대구 우동640-3,6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,30,1000,0,8000,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
220,24시주차장,민영,노외,-,부산광역시 해운대구 우동647-8,32,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
221,5994주차장,민영,노외,부산광역시 해운대구 재반로242번길 7-46(반여동),부산광역시 해운대구 반여동 1607-18,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,50000,현금,월주차만,부산광역시 해운대구청,051-749-4884,2023-05-17
222,IS프라자 근린상가주차장,민영,노외,부산광역시 해운대구 좌동순환로249번길 21(좌동),부산광역시 해운대구 좌동1431,297,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1500,10,500,0,8000,77000,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
223,k주차장,민영,노외,부산광역시 해운대구 구남로12번길 39(우동),부산광역시 해운대구 우동637-4,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
224,강남주차장,민영,노외,-,부산광역시 해운대구 반송동250-1751,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
225,개미주차장,민영,노외,부산광역시 해운대구 구남로30번길 9-3(우동),"부산광역시 해운대구 우동1366, 1369",19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,30,1500,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
226,송정호안도로,공영,노상,-,부산광역시 해운대구 송정동288-44,168,기타,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,300,10,300,0,8000,0,현금+카드,가변급지(2~3),부산광역시 해운대구청,051-749-4882,2023-05-17
227,송정 광어골,공영,노상,-,부산광역시 해운대구 송정동462,92,2,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,300,10,300,0,8000,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
228,해운대교육지원청주변공영,공영,노상,부산광역시 해운대구세실로 137(좌동),"부산광역시 해운대구 좌동 1290, 1407-6번지 일원",34,2,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,300,10,300,0,8000,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
229,반여2동 제1공영,공영,노외,부산광역시 해운대구 재반로211번길 62 (반여동),부산광역시 해운대구 반여동1291-1509,266,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
230,반여2동 제2공영,공영,노외,부산광역시 해운대구 재반로184번길 31 (반여동),부산광역시 해운대구 반여동1291-940,234,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
231,반여4동 공영,공영,노외,부산광역시 해운대구 삼어로91번길 97,부산광역시 해운대구 반여동620-14,109,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
232,반송1동 제1공영,공영,노외,부산광역시 해운대구 반송순환로 24 (반송동),부산광역시 해운대구 반송동745-13,304,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
233,반송1동 제2공영,공영,노외,부산광역시 해운대구 반송순환로 164 (반송동),부산광역시 해운대구 반송동259-86,154,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
234,죽도공원,공영,노외,-,부산광역시 해운대구 좌동1474,27,기타,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,300,10,300,0,8000,0,현금+카드,가변급지(2~3),부산광역시 해운대구청,051-749-4882,2023-05-17
235,대영주차장,민영,노외,-,부산광역시 해운대구 재송동1071-26,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
236,대천주차장,민영,노외,-,부산광역시 해운대구 좌동 1482-4,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
237,더베이주차장,민영,노외,-,"부산광역시 해운대구 우동747-5,-6,-9,-10-11",78,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,6000,10,1000,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
238,동남주차장,민영,노외,부산광역시 해운대구 구남로30번길 3(우동),부산광역시 해운대구 우동1337,19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
239,동백가든주차장,민영,노외,부산광역시 해운대구 구남로24번길 39(우동),부산광역시 해운대구 우동635-6,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
240,동백주차장,민영,노외,부산광역시 해운대구 구남로18번길 7(우동),부산광역시 해운대구 우동542-6,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,30,1500,0,15000,100000,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
241,동일주차장,민영,노외,부산광역시 해운대구 재송2로 35-21(재송동),부산광역시 해운대구 재송동1152-18,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
242,반송2동 공영,공영,노외,부산광역시 해운대구 윗반송로 26,부산광역시 해운대구 반송동 303,291,4,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
243,해월정 달맞이길 공영,공영,노외,부산광역시 해운대구 달맞이길 190 (중동),부산광역시 해운대구 중동산42-20,52,2,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,300,10,300,0,8000,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
244,동백 공영,공영,노외,-,부산광역시 해운대구 우동1151-3,72,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,500,10,500,0,15000,0,현금+카드,가변급지(1~2),부산광역시 해운대구청,051-749-4882,2023-05-17
245,청사포 공영,공영,노외,-,부산광역시 해운대구 중동553,113,2,미시행,평일+토요일+공휴일,6:00,22:00,6:00,22:00,6:00,22:00,유료,10,300,10,300,0,8000,0,현금+카드,-,부산광역시 해운대구청,051-749-4885,2023-05-17
246,재반로 노상공영 A,공영,노상,부산광역시 해운대구 재반로,부산광역시 해운대구 반여동1291-1199,24,4,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
247,재반로 노상공영 B,공영,노상,부산광역시 해운대구 재반로,부산광역시 해운대구 반여동1291-1199,17,4,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
248,재반로 노상공영 C,공영,노상,부산광역시 해운대구 재반로,부산광역시 해운대구 반여동1291-1199,20,4,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
249,재반로 노상공영 D,공영,노상,부산광역시 해운대구 재반로,부산광역시 해운대구 반여동1291-1199,19,4,미시행,평일+토요일+공휴일,9:00,22:00,9:00,22:00,9:00,22:00,유료,10,100,10,100,0,2400,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
250,대천공원공영주차장,공영,노상,부산광역시 해운대구 양운로 199,부산광역시 해운대구 좌동1384,79,3,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,200,10,200,0,4700,0,현금+카드,-,부산광역시 해운대구청,051-749-4882,2023-05-17
251,동백공원공영주차장,공영,노상,부산광역시 해운대구 동백로 90,부산광역시 해운대구 우동721,129,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,500,10,500,0,15000,0,현금+카드,가변급지(1~2),부산광역시 해운대구청,051-749-4885,2023-05-17
252,송정 중앙 공영,공영,노외,-,부산광역시 해운대구 송정동 711-5,144,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,0,8000,0,현금+카드,가변급지(2~3),부산광역시 해운대구청,051-749-4885,2023-05-17
253,국제회관 옆 공영주차장,공영,노상,부산광역시 중구 대교로 103,부산광역시 중구 중앙동6가 79-9,23,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
254,유창빌딩 앞 공영주차장,공영,노상,부산광역시 중구 중앙대로 72,부산광역시 중구 중앙동4가 25-2,20,1,요일제,평일,9:00,20:00,0:00,0:00,0:00,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
255,신한은행부산금융센터 뒤 공영주차장,공영,노상,부산광역시 중구 해관로 7,부산광역시 중구 동광동1가 2,13,1,요일제,평일,9:00,20:00,0:00,0:00,9:30,0:00,유료,10,500,10,500,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
256,국제시장로 1구간 공영주차장,공영,노상,부산광역시 중구 중구로 32,부산광역시 중구 신창동4가 60-3,29,1,요일제,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,10,700,10,700,0,0,0,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
257,개미집전용주차장,민영,노외,-,부산광역시 해운대구 송정동422-15,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
258,경화주차장,민영,노외,부산광역시 해운대구 반여로167번길 68(반여동),부산광역시 해운대구 반여동881-6,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
259,고래사어묵주차장,민영,노외,부산광역시 해운대구 구남로12번길 20(우동),부산광역시 해운대구 우동540-7,11,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
260,광장주차장,민영,노외,-,부산광역시 해운대구 중동1411-11,57,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,2000,10,1000,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
261,구해운대역주차장,민영,노외,-,부산광역시 해운대구 우동524-16,73,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
262,글로리아주차장,민영,노외,-,부산광역시 해운대구 우동 649-5,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
263,금수주차장,민영,노외,-,부산광역시 해운대구 중동1398-86,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
264,기장주차장,민영,노외,부산광역시 해운대구 구남로24번길 12(우동),부산광역시 해운대구 우동542-25,16,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,3000,0,0,0,25000,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
265,길병원주차장,민영,노외,-,부산광역시 해운대구 반여동1618,29,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
266,누리주차장,민영,노외,-,부산광역시 해운대구 우동 641-14,12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,0,0,0,15000,70000,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
267,달맞이주차장,민영,노외,-,부산광역시 해운대구 중동944-8,11,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
268,대교주차장,민영,노외,부산광역시 해운대구 재송1로20번길 64(재송동),부산광역시 해운대구 재송동1094-28,12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
269,대성주차장,민영,노외,부산광역시 해운대구 반송순환로 150,부산광역시 해운대구 반송동259-111,12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,60000,현금,월주차만,부산광역시 해운대구청,051-749-4884,2023-05-17
270,대성주차장,민영,노외,-,부산광역시 해운대구 반여동955,27,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,0,0,0,0,0,0,0,현금,-,부산광역시 해운대구청,051-749-4884,2023-05-17
271,보수 공영주차장,공영,노외,부산광역시 중구 중구로75번길 25,부산광역시 중구 보수동1가 146-18,34,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,4,2400,52000,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
272,보수종합시장 공영주차장,공영,노외,부산광역시 중구 보수대로106번길 27,부산광역시 중구 보수동3가 45,10,2,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,300,10,300,4.5,8000,160000,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
273,대청 공영주차장,공영,노외,부산광역시 중구 망양로 333,부산광역시 중구 대청동4가 2-119,78,4,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,100,10,100,4,2400,52000,현금,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
274,부평 공영주차장,공영,노외,부산광역시 중구 중구로33번길 32,부산광역시 중구 부평동2가 18-2,85,1,요일제,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,10,700,10,700,5,21000,310000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
275,신창 공영주차장,공영,노외,부산광역시 중구 광복로35번길 35,부산광역시 중구 신창동3가 39,44,1,요일제,평일+토요일+공휴일,8:00,21:00,8:00,21:00,8:00,21:00,유료,10,700,10,700,5,21000,310000,현금+신용카드,경차 50프로 할인+장애인 차량 50프로 할인,부산광역시 중구청,051-600-4556,2023-05-15
